title,award,critic,public
,,,"This is the dream! It's conflict and it's compromise, and it's very, very exciting!"" Where to start? I'll be honest, based on the trailers that I saw I wasn't very excited to see this; I thought that it would just be average or slightly above and incredibly artsy either way. Let me say, I love being proved wrong when it comes to a film being better than I thought it would be, and I was proven very wrong in this case. In my opinion, this is what film making is about. Director Damien Chazelle came out of the gates swinging in 2014 with Whiplash (probably one of my top ten films of all time). He hits the ball out of the park this time by telling the story of Sebastian (Ryan Gosling) a jazz pianist and Mia (Emma Stone) an aspiring actress who bump into one another on more than a few occasions resulting in a roller coaster of emotions. I know that musicals (especially modern day ones) are often looked upon in a certain light by most. Sure there is singing and even several incredible dance numbers in La La Land, yet beyond all of that it has so much more to offer. The story isn't the best ever told but the way it is captured both visually and through the song and dance is almost beyond words. Both Gosling and Stone have achieved what I'd consider their best performances in their careers to this point. Please don't go into this expecting Singin' in the Rain, The Sound of Music or even Grease. This film transcends the traditional role of a musical to offer something that I've not seen before. Damien Chazelle's idea was to ""to take the old musical but ground it in real life where things don't always exactly work out."" He more than succeeded in his vision by crafting a great movie into a fantastic musical. Too often, musicals have strained performances and misplaced song and dance numbers. La La Land has masterful performances with song and dance seamlessly incorporated to enhance the story even further. Most musicals deliver several great songs; however, this film with John Legend as a producer, delivers incredible songs that have already won awards. ""City of Stars,"" sung by Gosling himself, was a bright point in a film that already had so many. Honestly, before watching this I had no clue that Gosling or Stone could sing. While neither are likely to go on to have exciting musical careers, they both stretched their talents and sung to the level of their characters with perfection. One of the few things that I take for granted in film are the captivating visuals. I've seen so many major blockbuster sci-fi adventures that I rarely stop to appreciate the subtlety that a true artist can bring to the screen. Everything from matte paintings, lighting, and cinematography play a role in giving a film a look and feel that take you to another world. The visuals in La La Land are truly a work of art, the colors jump off the screen, and thanks to the lighting throughout, your eyes are directed exactly where they're meant to be. On top of Damien's incredible directorial style, he also wrote both Whiplash and La La Land. Chazelle is a true artist that I'm looking forward to seeing more and more from in the coming years. When I started these reviews, I wanted to make sure I didn't throw around the five star rating lightly. Even Star Wars (which I happen to be a huge fan of) only got 4 1/2. I've given some older films five stars, but this is going to be my exception to the norm. A film like this doesn't come along often and I want it to be known and be seen."
,,,"The first 2 songs might've not been so well-fully crafted into the story, and I get why people don't like the conclusion. But, La La Land is one of the best musicals in years. It emphasizes more on its strong story than just throwing songs at you randomly. Damien Chazelle's directing was spot on. Emma Stone and Ryan Gosling have great chemistry while delivering flawless performances. The music was spectacular. It also manages to serve as a real life portrayal of love, and how sometimes careers and circumstance get in the way of it. This was a great movie guys, don't give it so much hate."
,,,"I love musicals, love broadway, I even have a university degree in Music. Maybe my standards are too high, but I can't get over the amateur dancing and singing in La La Land. I know the actors trained very hard, but I wish this movie's main characters were cast using real broadway talent. Anyway, the movie was so boring that I fastforwarded through it on the airplane. Glad I didn't go to the theatre to see it."
,,,"his turned out to be the worst movie I have seen in years. The characters are weak. It has no be good dance and two decent songs. We ended up skipping scenes as nothing happened in most scenes. Everything was super predictable . The movie has no plot, no tension, weak singing. My family was expecting a feast of dance and songs but it was like a vegan diet of murmured dialogues, some singing. No side characters. Cliched characters and dialogues. I usually donï¿ 1/2 1/2(TM)t do reviews but this one bored me to death. There is a special genre of movies which I call good looking people walking around and expecting you to be entertained just watching them. This one belongs to that genre."
,,,The worst thing about this film is the cooing over it's brilliance. It shows the poor state of popular entertainment when compared to classics of the 1950s and 1960s. You go no where with this ridiculous yarn.
,,,"The Story: Such romantic movie. The story is well written. The story, the music & the dance work so well together. No scene is unnecessary. The Directing: Both of the main casts have beautiful voice and dance so well together. Great chemistry between them. It is always refreshing to see a movie done in musical way. Definitely could feel how beautiful their love for each other. Well done"
,,,"Boy, let me tell you that picture I just watched was god awful, it was goddamn terrible. It was even worse than when I went to watch the lunts with old Sally Hayes though ï¿ 1/2The show wasn't as bad as some I've seen. It was on the crappy side, though(Salinger 139), Sally's an old acquaintance of mine who is not too smart but pretends to be, it makes me goddamn sick sometimes. Anyhow, this movie was way too phony. The guy on the piano was way too serious about himself and made me sick, the thought that the director believed that people actually act like that made me so depressed about society that I just wanted to run away to a cabin somewhere away from everything. But the girl, Emma Stone, she was a knockout and a pretty swell actor to boot. She was the only reason the picture was tolerable, and she was the only good dancer out of all those phonies on screen. She reminded me of old Jane Gallagher, a swell girl that you actually wanted to spend time with. But the rest of those phonies, they made me goddamn sick, none of them could dance and thy were just trying too hard. I guess some of them were ok actors but they were too good if you know what I mean. They just didn seem real and were too phony to be real people. I guess I'd say that this movie was pretty bad but that Emma Stone gal saves it from being awful so I'd give it a 20%."
,,,"While the storyline may not be appreciated by all who watch this film, there is no denying this is one masterpiece of a film. Chazelle's use of colour, sound and light are some of the most creative I've ever seen. The cinematography was used very creatively to work with the other visual components of the film. Both Gosling and Stone give terrific performances and perfectly showcase their skills in both acting and singing. Ultimately, a very enjoyable cinematic experience."
,,,"I know this had a lot of hype, and is critically acclaimed... But I just don’t get why. When I saw this in theaters at the end the audience was talking out loud about how awful it was. The vocals and music (for the most part) weren’t anything special. And the story was confusing. I truly wish I had never paid to see it."
,,,"I first saw this movie a few years back, and I've watched it multiple times during the past years, I am in love with all the songs and this is one of my favorite movies, however, I am giving it 4 stars because while it is a great movie, I usually cannot watch the end because I have ADHD and it's quite boring and there are a few parts that are super confusing and it took me a few times to piece together what was going on. All in all I would completely recomend this movie."
,,,
HACKSAW RIDGE,Oscars,"A rousing tale of Pacific War heroism that has more in common with jingoistic Wayne staples such as Sands of Iwo Jima or The Green Berets than anything in the 21st century, this is wearily formulaic film-making.","Somewhat torn about this. The directing, look and acting is top-notch, no doubt about it. Especially the huge battle scenes are impressive, disgusting and engaging, almost rivaling Saving Private Ryan's. The beginning does take its time introducing our protagonist and his early life. His ultimate engagement is unbelievable and the definition of a hero. While you feel some parts may be a bit exaggerated, the actual quotes the movie ends with prove many details right. On the other side, the film is neither particularly subtle about Doss' belief nor in making monsters out of the enemy. The final taking of Hacksaw Ridge is portrayed rather questionably. Still, Doss' unimaginable heroism is a story worth telling."
,,"Hacksaw Ridge is an old-fashioned war film, melded with a kind of new-fashioned explicitly violent drama.","Good story, though just a tad too Hollywoodized. Realistic fighting and fantastic war effects."
,,"Garfield is excellent as Doss, outstanding in fact, and another reason why Hacksaw Ridge tells such an important story so compellingly.","rom Mel Gibson comes the World War II drama Hacksaw Ridge. Based on a true story the film follows conscientious objector Desmond Doss as he fights to be allowed to serve as an Army Medic and ends up playing a pivotal role in the Battle of Okinawa. Starring Andrew Garfield, Hugo Weaving, Sam Worthington, Teresa Palmer, and Vince Vaughn, the film has an impressive cast that delivers some strong performances. And as usual, Gibson does an incredible job at showing the gritty reality of war. The writing is also especially good; exploring such themes as adhering to one's religious convictions and the personal toll that violence takes. An extraordinarily compelling story about faith and heroism, Hacksaw Ridge is a powerful film."
,,Gibson has made a movie that's nearly pathological in its love of violence-but he nonetheless counterbalances its amoral pleasures with an understanding of the psychological devastation that war wreaks.,"Charging forth with a pacifist war story that's anything but passive, director Mel Gibson channels the vicious punch and visceral panache of some vaulted war films from H'Wood's past in telling the story of one very Brave Heart who's Passion for the Christ found him sticking to his religious, er, guns during one of World War II's deadliest skirmishes. In this R-rated war movie, pacifist WWII American Army Medic Desmond T. Doss (Andrew Garfield) refuses to kill people during the Battle of Okinawa and becomes the first man in American history to receive the Medal of Honor without firing a shot. Sporting a hard R rating, the film unapologetically pains a very bloody picture. Ironically and unsurprisingly skewing more toward the War is Hell mantra (made famous as the memoir title of another unlikely WWII underdog hero, Audie Murphy) than, say, one that proselytizes Peace is Heaven, this film's title says everything about its tone: Hacksaw Ridge. The ironic part arises from the fact that it's a story about pacifist convictions. The unsurprising part stems from the fact that it comes courtesy of a man made iconic by ultra-violent actioner Lethal Weapon, an artist who (kinda, sorta) also made 'historic' filmic violence iconic with Braveheart. To this end, there's two reasons why it wasn't titled The Desmond Doss Story. Due to the extreme but strategic use of violence, he film proves both a thoughtful rumination on the duality of man that's as much a statement by Gibson as Doss. For better and worse, Gibson zeroes in on two flicks for inspiration: Full Metal Jacket and Saving Private Ryan (All Quiet on the Western Front doubtlessly is another but many will miss the connection given that, at 87 years old, that film as a cultural touchstone has timed out for anybody but film historians). The better? Hacksaw Ridge comes way closer than most to equaling the gut punch realism of these modern war classics, serving up a demoralizing boot camp segment that would make Jacket's R. Lee Emery's Drill Sgt. proud (Vince Vaughn, in a surprising but rewarding casting choice, believably doles out the vitriol) and setting the second half in an embattled Pacific warzone (amphibious landing, body count, jettisoned limbs, and all) that sometimes looks like Ryan Normandy Beach scenes picked up from the cutting room floor. The worse? The telltale stylistic beats 'borrowed' from these films can't be missed. Still, if Gibson hadn't already earned a place as a vaunted director with Braveheart and The Passion of the Christ, Hacksaw Ridge almost ensures him entry. The most expensive independent movie of all time (in his heyday, Gibson could get a Mother Theresa snuff film financed with one phone call but, post 2010 public meltdown amid a fickle film industry, he had to piece together financiers like a Shark Tank contestant) delivers a remarkable and well-shot true story. Sticking to your guns - even when sticking to your guns specifically involves sticking to no guns - becomes more than a religious argument. It sets fire to a contentious conversation about a public trying to peacefully go about their day despite mass shootings being an almost weekly occurrence. Destined for Direct-to-Video status after The Amazing Spider-Man series toppled into oblivion, Andrew Garfield gives a layered and nuanced performance. It's not enough that he believably embodies the belief system of Desmond Doss's pacifist, he also looks and acts every bit like the simple - though not simpleton - farmer. As he's proven with Apocalypto and every film he's directed involving armed conflict (and, saved for Man Without a Face, they all do), Gibson puts forth a contemplative message saying peace is better than war but, ultimately, violence as an ends-to-a-means is often unavoidable ...or so it seems. Perhaps, the title of Lethal Weapon was simply hailing the coming of a cinematic realist. To Sum it Up: Soldier of Good Fortune"
,,"The battle scenes in ""Hacksaw Ridge"" are among the most violent captured on film - and also the most urgent.","ne cannot deny that Mel Gibson can direct the hell out of a battle sequence but in this film the sequences would seem to go against the ideology of the subject and there is a horror in having the director openly delight in gruesome violence. Additionally the film is very much of two halves and unfortunately the first feels like a laughable parody version of The Best Years of Our Lives (1946) with how cheesy it is and the second half is entirely discordant with this opening. Many acclaimed the film as Gibson's comeback to mainstream Hollywood productions but I have little appreciation for the film beyond Gibson's technical abilities and I wish that it had a stronger screenplay and was less indulgent in graphic violence. As a child in Virginia in the 1920s Desmond Doss, Andrew Garfield, almost kills his brother with a brick and is driven to adopt strict Seventh Day Adventist beliefs and is a conscientious objector when World War II begins. He chooses to enlist despite a romance with nurse Dorothy Schutte, Teresa Palmer, but is confronted by the aggressive Sergeant Howell, Vince Vaughn, when he refuses to learn how to use a weapon. He is almost convicted for his actions but when his superiors learn of new laws he is allowed to become a medic without using a gun. He is seen as a coward by his fellow soldiers but proves his heroism during a battle at Hacksaw Ridge during the Battle of Okinawa. He saves 75 men by helping them to escape down a ridge and men who had previously dismissed him are astonished by his bravery and conduct. He returns to civilian life after the war, marries Schutte and does not become boastful about his achievements by choosing instead to thank god. Before I discuss the second half of the film, where Gibson's interest really lies, I must discuss the first half which felt more like a television soap opera than Since You Went Away (1944) or whatever 1940s classic he was attempting to evoke. Doss is clearly meant to come as naïve but good hearted in his young adulthood but he seems to have some sort of mental issue as he awkwardly pursues the improbably beautiful nurse. The dialogue in their first date scene was atrocious and Schutte's constant smiles and gentle teasing made her seem like the sort of ‘ideal' woman that housewives in the 1950s were pushed to act like. When he kisses her in a supposedly spontaneous moment it was totally manufactured and the moment in which Schutte pushes her religious boyfriend to marry her was so cliché that it could have come out of a parody of this sort of film. The parallels with Michael Bay's Pearl Harbor (2001) were uncomfortable and much like that film you feel as bored as the director does waiting for the macho action to begin. There is an equally awkward sequence before our men enter the battlefield that tries to get us invested in the ‘zany' soldiers that Doss will be fighting alongside. We open with a surprisingly long shot of a man's buttocks and then hear a group of Australian actors introduce themselves in thick ‘Brooklyn' accents. This does little to make us care and there are so many films that these scenes are reminiscent of, from Full Metal Jacket (1987) to From Here to Eternity (1953), that it is hard to view them on their own. Then he introduces the arbitrary drama of having him court martialed and then ends this part of the film on a dull note as his superiors are informed of a fact that they should have already known. When Doss finally finds himself on the battlefield you can sense that Gibson has relaxed as he does choreograph stunning scenes of gore and violence that inform the audience of the horror of fighting in a war. However beyond all of the explosions and close up shots of blood leaking out of men's severed legs there is the uncomfortable feeling that Gibson is enjoying all of this a little too much and unlike his pacifist hero completely endorses violence. The film definitely deserved to be honored for the technical achievements that it made but as a whole it is a disappointment as the points it tries to make about pacifism are buried under Gibson's passion for violence and the dialogue is too hokey to be taken seriously."
,,"The cinematography, editing, and sound pack a surprising amount of suspense, no small feat considering audiences know the outcome.",That was a great movie. The story behind the movie is even more captivating. Andrew did a great job as Desmond Doss. Some of the special effects were very unrealistic but I was so moved by the story itself and the acting it really didnt matter (only mentioned for review sake). Vincent Vohn's initial scene was hilarious....there is no way they didnt do multiple takes. We were laughing so much.
,,"Hacksaw Ridge is an amazingly bizarre film, one that admires Doss' pacifist beliefs while presenting gruesome, festishized violence en masse.","Think of Full Metal Jacket. Now think of a Disney version with boring Christian themes, lame jokes, and forced, predictable dialogue... that’s Hacksaw. The nerdy protagonist acts like he has Asperger’s syndrome. And Vince Vaughn as a drill instructor?? He came off as a flaming gay dominatrix (no offense to flaming gay dominatrixes). I guess Mel Gibson was aiming for another Christian hit, just be honest Mel and change it’s name to The Passion of the Coward."
,,"This is the type of film my conservative family and friends would see, should see, if only it were only rated PG-13. I'm afraid that rating will put off the very people this film was made for... with that R-Rating, it's shot itself in the foot.","One of the greatest if not the greatest war movie of all time. The dynamic shifts from the first half from the second half of the film were like no other. almost 2 completely different films. the acting is top notch, the emotion is gruel. It makes you feel very uneasy and represents the true nature of how horrible war is. However Desmond is this Antithesis of war in the ways he refuses to actually fight. overall amazing movie anyone with any sort of interest in war movies or just great movies in general should give this a go."
,,"Hacksaw Ridge is a movie for anyone who has felt like an outcast. It captures the feeling of having to defend one's values and stand by one's convictions, looking left when everyone is telling you to look right. It's brutal. Tense.","Andrew Garfield was emphatically great in this movie. Terrible first act, a fair amount of pandering, but eventually it hits its stride. Such an amazing true story even the Hollywood tainted focus of Mel Gibson's direction rises up in the end to create a stirring, interesting, and almost non-conventional war film."
,,"After Garfield's Jesus figure spends half the movie telling the higher-ups he's not crazy and that he believes killing is wrong, he announces, ""I never claimed to be sane."" That must be how Mel Gibson gets things done, too.","Overall, the movie was amazing. Has a deep story that is real easy to get into. Whats better is that is based on a real story. The movies takes us on a journey from a madly in love man called Desmond. Desmond comes from a very religious family with an abusive father and a loving mother. Desmond decides he wants to sign up for the army and serve his country. Also, the fact that his dad is a high condecorated soldier also influences his decision, but his beliefs make the journey way harder than he thought. I do recommend this movie if you are into deep, well written but yet simple stories.Of course the movie is a little bit raw and has some bloody and gory scenes here and there, its about war at the end of the day so, watch at your own risk."
,,"On a week where the recent Marvel superhero film is also being released, Hacksaw Ridge is the real superhero film; one about a deeply religious, family man, pacifist that saved numerous lives without ever touching his rifle","Hacksaw Ridge is the true story of Desmond Doss an how you can go to the war without any weapon and win the respect of others with your actions and believes. This movie show us that we have to defend our believes even on rough situations, you can feel empathy with Doss and his decisions during the film. The WWII in this movie is well represented, the battles are so realistic that you can feel you are on the battlefield. The cast made a really good perfomance,Andrew Garfield as Doss is one of his best perfomances on a film also the perfomance of Vince Vaughn deserve a highlight on how you can be really rough with someone that you dont want to be with. You need to watch this movie definetly it bring us how rough a war can be."
,,,the best war film since saving private Ryan. Hacksaw Ridge is a truly gripping and moving film that makes me cry every single time I watch it. Andrew Garfield gives his best acting performance of all time in this film and I don't think any other actor could have done this role justice like he did. the war scenes in this film are truly terrifying and hard to watch it feels and looks so real its genuinely breathtaking. this film may be to violent and hard to watch for some people but its a masterful film that easily deserves more attention than it gets.
,,,"Hacksaw Ridge is a true story about the battle at Hacksaw Ridge, on the island of Okinawa during World War II. This movie shows the realism of war.The acting, writing, and directing is extremely well done. Nothing is ""sugar coated"" and all the scenes feel very real. Many powerful scenes and quotes. The main character Desmond Doss is a man who has a strong faith in God. He wants to be a medic, but will not hold or even touch a weapon because of the 6th commandment. ""Thou shalt not kill"" because of his beliefs he has many struggles. Everyone disrespects Doss because of his beliefs. This is a story of how he became a medic without a weapon and saved 75 men alone."
,,,"Hacksaw Ridge is a similar, yet well made film that documents real life heroism in a very over crowded genre. Its not really a masterpiece, because the war time emotion felt padded on with its extremely basic script. But it tells the story in the right way without having too much of an overlong run time. There is also great directing by Mel Gibson, strong performances from the cast, great visual effects and sounds as it manages to capture the true symbolism of one man's actions during WW2. It ain't no Holy Grail, but you'll be sufficiently enjoyed enough to not even care about it."
,,,"A typical American War Hero movie. The only memorable thing about it, is that it is based on real events, albeit that the events are not realistically depicted. Mel Gibson fails to let the events speak for themselves and makes the film into a bloody spectacle. Chopped of arms, legs, heads,... fill the blood soaked screen for over two hours, accompanied by bombastic violins to underline the heroism of the American soldiers. The Japanese soldiers, on the other hand, are all shown to be beasts and monsters. This is a film that wants to criticize war, but ends up glorifying it. Mel Gibson might have had good intentions with making this film, but he fails to deliver."
,,,"Maybe the most facile WWII yet. Garfield is amazing, acting-wise. Everything else is American Exceptionalist Movie. I guess no Jasp medics existed, just hordes. And by that if this medic loves life so much he should've stayed up on that ridge and deliver it to the Jasps. And the movie also even laughably tried to present him doing such to on Jasp, but just with a bandage to a shoulder. And wow, maybe there were actual medics, German or Jasp, in WWII! Maybe even Viet Cong medics in that war! And well, this movie starts with some kind of Christian hominy, and a lot of that stuff all along, and no sort of Shinto or Confucionist or Buddhist purifying stance for the Jasps. Nah, they're just mostly ants. Very good acting and war scenes though, for that I give it THREE STARS. This review was denied due to my not following community standards apparently by referring to the movie calling folks ""Ja(...)p""s. Maybe if that's a problem this site should ban ""Hacksaw Ridge"" entirely, since that word is in there."
,,,"fun movie to watch action scenes were great to watch acting was top notch, you really feel for the main character the whole way through, you can see yourself in almost anyones shoes in this movie effects were really cool pacing of the movie was good, not too slow and not too fast kinda weird that they added certain things to the movie that werent historically accurate, they could have went with what actually happened and it would have been equally awesome if you hate religious stuff in movies, this is probably still a decent watch, its not forced in a way that would annoy people good movie, would watch again"
,,,"Probably one of if not the best war movie (At least WWII) I have seen since Saving Private Ryan. It has something or everyone, the Religious, Non Religious, Pro War, Anti War, Liberal, Conservative, Veteran, Citizen, Romance lovers, Action Lovers. It has so much good! The Religious overtones are certainly there but not to hit the audience over the head with preachy sermons or ""Bible Thumping"". It's a story about one man's convictions and his unrelenting dedication to them. The pacing is good, the characters all likable, with a surprise role from Vince Vaughn, who I think did a great job as the tough Drill Sergeant. Garfield was fantastic and so adorable in this role. He plays the character perfect and is immediately likable and is someone the audience invests in. And as for the battle sequences, well, I'll let them speak for themselves (They are literally bloody amazing and scary all at the same time)! Also, THIS IS A TRUE STORY. A story I myself have researched and was surprised by how much Gibson had left out of the movie to make it ""more believable"", which is just insane! I am confidently saying, this is my favorite movie from 2016!"
,,,"A terrific war film, maybe the best since Saving Private Ryan. This film is a thorough look at a strong, true historical person with convictions to serve but without bloodshed. The film is masterfully-directed, with an engaging narrative and award-worthy performances throughout. The visuals are also fantastic, with beautiful cinematography! It is a must-watch for lovers of history and war-films, as it is sure to inspire."
,,,"Watery eyes throughout the whole movie. Shows a man with amazingly strong principles and beliefs! This movie is amazing and shows a person who not only defended his principles, but never changed in the slightest, never got influenced by others, saved his beliefs, never doubted God. I have and had certain strong principles, but as the time goes on, you might change them or make them weaker. This happened to me, for example, I didn't really drink alcohol, but when I found a girl I liked, I started to drink some wine, not much though. Maybe the difference is that in my case love, one of the strongest emotions, made me change slightly, so it's hard to resist, while in his case there was no love, but he had his principles and his goals which were very important. Maybe that means he was even stronger than love because he had to leave his girl? In any case, that is absolutely incredible. This guy reminds me a lot of me, except he's even stronger than me. There is a lot of blood and violence in this movie, but I had the time to look away, so I didn't see too much gross things. This movie was very emotional, and I had tears on my eyes and tension throughout the whole movie, not just here and there like it is in some movies. It was very interesting and thanks God for all he does. It is interesting that in war people still save their faith in God and maybe even become stronger, even though you might think that seeing all these torn bodies, torn humans which look like simple organisms might make you think that there's no God, but it seems that's not the case. People's faith becomes even stronger in war. For example like everyone wanted Desmond to pray in the end. Also it seems like a lot of people believe in God one way or another. I recommend this movie to everyone."
,,,"Strengths: I chose to watch this movie because it was nominated for Best Picture a few years back. I see why. The story is Oscar bait, telling a courageous true story. Mel Gibson nailed his work as a director here. He handles the first half of the film solidly, giving us plenty of strong character moments. It's the second half where he truly shines, though. The war sequences are brutal and tense. Body parts fly around, there are abrupt deaths, and you feel like you're right there watching the action in person. It makes sense that this was also nominated for editing and sound mixing. The experience on the battlefield is something truly special. Andrew Garfield (Desmond Doss) gives one of the best performances of his career, other than the bad accent. The rest of the cast like Hugo Weaving (Tom Doss), Sam Worthington (Jack Glover), and the surprisingly strong Vince Vaughn (Sgt. Howell) all bring their best. Weaknesses: The movie feels long. You completely feel every single minute because some parts do drag in the early stages. Teresa Palmer (Dorothy Schutte) is the one actor who doesn't feel like they're doing a great job. She's not flat out bad, but she lacks something. Her chemistry with Andrew Garfield is almost non-existent, so the love story plot never really works. Overall: This blew me away and was way better than I expected. Other than some pacing issues and the love story, everything works. We have strong characters, a good script, great direction, and the feel like we're truly watching the brutal nature of war."
,,,"This felt like 2 films stitched together. The first half is pretty boring and drags on far too long. We are introduced to the key characters we are meant to care most about, we are shown why the main character is who he is and what his family life did to create the ultimate pacifist during war. The redeeming factor is the second half. Mel Gibson simply creates these amazingly brutal, realistic battle sequences that hold nothing back. The very first death is shocking in its bloodiness and its abruptness, having a survivor of the previous siege become reanimated, giving away the position of the battalion. Once this has happened, we see his head blown off, followed immediately by the death of the man who disturbed him being dealt a similar fate. The following sequence showcases just how brutal war can be, displaying death as being as normal as breathing. This film being based on a true story adds a sense of amazement as you realize not only is this plausible, but it is also what happened. Watching a man, carrying little more then a giant first aid kit, save 75 men who had been injured during 2 days of fighting upon the titular ridge and roping them down the massive expanse at the detriment of his hands. Andrew Garfield, horrible accent aside, plays this role very well, especially as we get more into the war time scenes and the training sequences. This film was nominated for 6 Oscars, winning for film editing and sound mixing, two things that truly mesmerized me during this film. My only complaint is that we did not get a pay off of the brother going to war first nor do we get any insight into the motivations of the father as he helps his son get into the army and also hearing what he has done in Okinawa. This movie is not for the faint of heart, the depictions of war, fighting and death are very realistic and can be offensive or nauseating to those that are not ready for it. Watch at your own discretion."
,,,"Plenty of good rat-a-tat for the war movie fans but you have to sit through a whole hour of schmaltzy love story with dialogue so bad you think the lead character is slightly retarded. The over-the-top portrayal of the heroics gets so bad towards the end that even with the fast forward button pressed the battle is still going on in slow motion. As a whole it's just not worth watching, a shame given the true story behind it."
,,,"honestly,this movie could have been wonderful,it follows the amazing story of an honorable,brave man(also,he is played by andrew garfield,so that's a one up)but it glorifies violence,there was much more then necessary.the movie is amazingly done but way to much blood,also i'm not a real fan of war movies,because all the people that died in this movie,real soldiers died the same way.(including some of my family) it could of been amazing though"
,,,"Over-the-top and excessive in every aspect (some might say indulgent, but others seem to love over-dramatized films like this), from the stereotypic love story to the unrelenting battle scenes. Mel Gibson directed and having not seen any other films by him, I can only suspect that the mix of hard-core religion and ultra-violence is his own personal signature. Andrew Garfield plays Desmond Doss, a conscientious objector who nevertheless signs up for combat duty in WWII (in the Pacific theatre) to serve as a medic. He gets hard done by during boot camp, pilloried for his religious beliefs and nearly court-martialled and drummed out of the service for refusing to carry a weapon. But, of course, he prevails and ends up with the medal of honour. The true story upon which the film is based is undoubtedly moving and inspiring but the syrupy ode to the man is pretty tough to take at times. The centrepiece of the film is more than an hour of gory battle scenes, with corpses everywhere, men dying in horrific fashion, and a genuine hell-on-earth mise-en-scene. Perhaps this is how battle really feels - but do you really need to see it? I'm sure the technical wizardry required is impressive but again, the sweeping music and dramatic crescendos nearly capsize things. A bunch of Australians take roles here (alongside an always charismatic Vince Vaughan) but few are able to define their characters above the fray. Watch if you must but there are better war films (e.g., The Steel Helmet, 1951 or The Big Red One, 1980, both by Sam Fuller)."
,,,"The Jew-hatting director is back and it hurts to admit it's good! Some people just can't separate the oeuvre from the auteur so when the author makes questionably bad decisions in his personal life or if he has a tough personality, his movies will suffer from it. I've heard some people say that they couldn't see a Woody Allen because ""he's a perv"" and some saying the same for Tarantino because he can be too loud (for me, he's the man!). I've never been one of this people but I do believe we have to take into consideration a filmmaker's life to understand his work. Thus, my perception of The 400 Blows wouldn't be the same without me knowing about Truffaut's childhood or Edward Scissorhands would be less impactful had I not known of Burton's inner struggles growing up. I truly believe that Mel Gibson is a despicable person and not that great of an actor... But, he's a talented director! Firstly, the film is based on a great true story that everyone should learn about which is a great structure to the fine script. Garfield is powerful and believable in the character, Hugo Weaving is menacing and, surprisingly, Vince Vaughn is a pertinent casting decision. What may stand out the most about this film is how Gibson constructs a battle scene. He does it without mercy, showing us the true nature of war, all the blood and guts splattering all over, the big explosions and the courage in the soldier's eyes. This, which is supported by thoughtful editing, rugged cinematography and convincing makeup/ SFX work makes up for an immersive experience that is both engrossing and hard to look away from. It's war in it's purest form, like I haven't seen for a while. The problem is precisely when the director's personality surfaces and lets his over-nationalistic pride take over the whole picture. In this day and age, I do think that we shouldn't portray enemies, villains, etc in any kind of movie as generic, as nothing more than evil. This dehumanization of the antagonist is all too problematic in this film, as the Japanese seem to serve the only purpose of being blown up. Furthermore, the stereotypically southern way characters interact, how they create friendships, how they fall in love makes it hard for me to relate to them. Still, the film hit me hard at the end when footage of the real Desmond Doss was shown and I no longer could fight the tears. It's like Gibson was able to pass on to me the ominous patriotic feel and give me a taste of what war actually feels like, which is no easy feat."
,,,"Mel Gibson brings to life the incredible true story of Pfc. Desmond T. Doss in 'Hacksaw Ridge' whose fight to do his part in World War II earned him a Medal of Honor, two Bronze Star Medals, and a Purple Heart as a combat medic. Gripping performances, notably by Andrew Garfield, and some of the most violent and graphic scenes every recorded on film, make this a must-see film about a soldier's contention between faith and valor."
,,,"This is another triumph for Mel Gibson as a director. The story of Desmond Doss, a true hero of WWII is an incredible one and very moving. Andrew Garfield gives a top notch performance and the rest of the cast is very strong. The battlefield scenes are simply incredible, and this film depicts the true horrors of war in a way so many other films just don't."
,,,"cannot believe i missed this in the movie theater. one of the best and awe-inspiring war films i have ever seen.with great PERFORMANCES and great characters, ""hacksaw ridge"" is definitely a must-see that will keep you interested until the very end, and leave you wanting more."
,,,
Manchester by the Sea,Oscar,"Manchester by the Sea is one of the best films of the year. It's cathartic, and it reminds us that even in the dark waters of grief, we're never truly alone.","An emotionally devastating movie. Casey Affleck gives one of the finest performances ever put on film. He lives the agonized character in a way that will haunt you for a long time. Brilliant fim, one of the best I've ever seen."
,,"Even if Manchester were not so technically accomplished and beautifully acted, it would still stand as a unique work, simply because you get the ineffable sense that the director has experienced himself what he's depicting on screen","I felt a great variety of emotions when watching this movie. I laughed at times, felt hopeful at times, and cried a few times. The emotionally stunted Casey Affleck plays a tremendous role of a father who can not get over a heinous mistake which caused the death of his children and leading to his divorce. Years later he finds himself in a position to take guardianship over his nephew after his brother passes. Acting by all is incredible, especially the scene where Michelle Williams and Casey Affleck meet and she has her new child with her. The muted tones of the north east USA fits the somber mood of the film extremely well. The choice for it the actors to have heavy Boston accents and carry the ""tough guy"" Boston mentality makes the softening of Casey Affleck even more heartbreaking. This is a fantastic movie of two men figuring out a tough time together."
,,"Its visual modesty conveys the feeling that the director protects his characters, respecting their pain by diverting their eyes and giving them some space","A gently paced, sometimes darkly comic, powerhouse flick where Lonergan's steady hand elevates a fairly mundane, borderline generic idea, into something palpable, strangely energetic and genuinely engrossing. It's not just a performer picture, there's some excellent writing and directing, some neat, easy concepts, and a very likeable use of naturalistic sound. It's a film that can't fully be jusdged until it's complete. It's raw and emotional but not uncinematic. It's a film about not all the pieces of a soul fitting back together. But a few pieces fall into place and that's enough to keep going. It has a contemplative and bittersweet ending."
